transaction_amount,transaction_time,customer_age,transactions_per_day,device_score,label
44.982429564154636,40199.97870223977,48.46941244388996,4,0.7923172298988534,0
67.75310892609512,80881.24938106764,35.439005331233886,1,0.7747710139713203,0
50.193812376980254,56659.15887415317,42.422099624265,7,0.7755047368012901,0
48.847757674478025,19784.492809946933,19.925010833982494,3,0.8597346381038004,0
41.760645130280004,40849.34503405677,40.23727765413854,2,0.7933013511155285,0
44.29253706250524,42025.395070325794,44.76506589063165,1,0.837620499972519,0
63.64140429973844,60591.74475643639,26.453753582449345,7,0.8607282419674197,0
53.93307050005323,16774.79298784264,40.27438651859997,1,0.7853255427105165,0
47.70617668144533,18475.680052390835,35.556301237657884,4,0.7887639646974576,0
42.18843621868886,82742.12422349528,40.24792575501322,3,0.7894190355979136,0
50.570131248970846,11075.449490823894,21.30536225343942,4,0.6550481983627687,0
43.32810915222495,41936.17287207316,16.60362127437697,3,0.823198032906801,0
57.21903485438141,27174.318238866694,24.486709819767214,3,0.7595630190559602,0
59.55269237207206,31827.557455321017,49.44850287259808,4,0.8926500485311503,0
42.43236022984074,58736.286019005405,43.38177219599437,6,0.7400672897341403,0
52.96575545140762,51141.40454180766,30.641426450185932,3,0.8092174168239218,0
47.88869761172305,68694.29693405257,47.374645917335386,4,0.8502799196811106,0
56.50201177958661,65524.4442653689,33.63577849722384,1,0.9322458641608278,0
55.00844474944457,68930.12495882371,49.71708898361891,1,0.8082073272649578,0
55.04483256383017,51001.8397996838,59.40923965456535,4,0.8281820086016584,0
39.291475813155614,42869.60001513636,40.13521369254735,5,0.6838239496625045,0
33.72457562116837,82751.03926642562,36.20634760893454,4,0.8293359642563836,0
41.192459103972695,84156.29783758632,45.19928605427755,1,0.9327193103646143,0
60.807807255546216,10582.394415865681,30.033489478717534,5,0.6223081175172973,0
47.4382024750462,46658.52221132342,29.998473187852706,1,0.8446958806569156,0
53.67649292991422,70770.87298175223,43.427740300990266,5,0.7863957369628521,0
56.045153263553665,32283.385606625834,58.59614259100104,4,0.7264074010329945,0
56.153674840130535,47678.002577352156,29.897088404369367,1,0.817418088196227,0
37.80715533477806,81455.50089549589,35.18118477625871,4,0.582908320227748,0
48.698569456323156,36112.479092399844,47.784349579657146,2,0.9464089350668802,0
36.14012057601002,64641.17943607935,34.549555215448464,1,0.8616371068872845,0
53.868085206892026,9283.957900578998,37.669757831275604,6,0.8906306737661644,0
51.7136828118997,71505.52658056685,16.867065279828417,0,0.7707945969750111,0
54.58168114788699,36884.61970297663,51.35007165731419,6,0.6464862581575609,0
360.39767380262884,40696.186616465195,55.801817689221174,24,0.4381893875101762,1
53.02635465239033,78953.57475479518,38.58917583740659,6,0.662853424340192,0
61.966314866456514,62161.341206685574,35.134204853884604,2,0.845104654216215,0
60.74318012715561,48244.41886206717,34.113938936513904,3,0.6610116577927858,0
44.91859802352689,19704.54098016172,36.63924063593429,5,0.9317021974480592,0
62.059945165468164,52785.779820709235,12.309227270475986,5,0.6925881068542483,0
50.756949400050935,84410.29911970894,37.10635445215058,3,0.8284513885886471,0
57.59514887486108,7868.118131900436,29.43534222150024,2,0.7344851731252915,0
63.183023248526695,42078.18590060309,42.26035999229334,5,0.8616744023398506,0
56.21809962217196,62236.803095941796,35.021835908370356,4,0.847522958150663,0
51.23078201656181,62113.56001385389,40.52124584729843,0,0.6468219960907586,0
61.87386051564751,37901.23460378342,46.888062411931564,2,0.8057465549700521,0
25.761206733710434,31327.1895681801,40.47738978737561,1,0.7776051082377252,0
49.78632705651564,61003.421104725865,34.0487512244653,3,0.9137797471582081,0
